taxa,20230210_BC19,20230210_BC52,20230210_BC38,20230210_BC39,20230210_BC54,20230210_BC42,20230210_BC55,20230210_BC25,20230210_BC06,20230210_BC26,20230210_BC10,20230210_BC51,20230210_BC01,20230210_BC60,20230210_BC14,20230210_BC20,20230210_BC56,20230210_BC28,20230210_BC22,20230210_BC59,20230210_BC21,20230210_BC50,20230210_BC23,20230210_BC17,20230210_BC18,20230210_BC37,20230210_BC13,20230206_BC30,20230206_BC32,20230206_BC31,20230206_BC33,20230215_BC19,20230215_BC38,20230215_BC30,20230215_BC42,20230215_BC25,20230215_BC27,20230215_BC16,20230215_BC12,20230215_BC14,20230215_BC29,20230215_BC20,20230215_BC24,20230215_BC41,20230215_BC22,20230215_BC21,20230215_BC23,20230215_BC17,20230215_BC18,20230131_BC41,20230322_BC53,20230322_BC62,20230322_BC44,20230322_BC63,20230322_BC58,20230322_BC46,20230322_BC43,20230322_BC47,20230322_BC37
s__Anaerostipes_sp001940315,6.2422e-05,0.0,2.24689e-05,6.92873e-05,0.0,4.38148e-05,0.0,0.0,0.0,0.0,0.0,1.90502e-05,4.88627e-05,1.88793e-05,0.0,1.68438e-05,0.0,9.53498e-06,0.0,0.0,4.33416e-05,1.74688e-05,0.0,2.38005e-05,0.0,0.0,3.27971e-05,0.0,7.40686e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47355e-05,0.0,0.0,0.0,0.0,2.40604e-05,0.0,0.000110011,0.0,0.0,0.0,0.0,3.56227e-05,0.0,4.61681e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s__Anaerotignum_lactatifermentans,8.32293e-05,0.0,0.0,0.000254053,8.87973e-05,0.000102235,0.0,0.0,5.55422e-05,2.05563e-05,2.42718e-05,0.0,0.001807921,0.000132155,0.0,0.0,0.000187135,2.86049e-05,0.0,7.2948e-05,0.00026005,5.24063e-05,2.28645e-05,7.14014e-05,5.52044e-05,0.0,0.0,3.69864e-05,0.0,0.000117804,5.76136e-05,0.00146547,0.0,0.001038152,5.96659e-05,4.34216e-05,0.003890375,9.41797e-05,0.008681672,0.0,0.000302672,0.000384967,0.000319807,0.0,0.000617713,0.0,3.38306e-05,0.000285574,3.56227e-05,0.0,0.0,4.73597e-05,0.00012282,0.000464414,0.0,0.000192938,0.0,4.96253e-05,0.0
s__Anaerotignum_propionicum,0.000270495,1.28396e-05,0.0,0.001154788,0.000106557,0.000204469,0.0,0.0,0.000111084,0.0,4.85437e-05,0.000133351,9.77254e-05,0.000207673,2.9118e-05,0.000252657,0.00017154,1.907e-05,0.000120014,2.91792e-05,0.001256908,3.49375e-05,0.0,0.000119002,0.000110409,8.64174e-05,0.000278775,0.000110959,0.0,0.000117804,0.0,0.000439641,0.0,0.0,0.000119332,0.0,0.000521032,0.0,5.35906e-05,0.0,0.000302672,4.81209e-05,0.0,0.000275028,0.0,0.0,3.38306e-05,0.000163185,0.000249359,0.0001146,0.000184672,4.73597e-05,0.0,0.000116104,0.0,0.000289408,0.00042327,0.0,5.34502e-05
s__Anaerotignum_sp000436415,8.32293e-05,0.0,0.0,0.000739064,1.77595e-05,0.000146049,0.0,0.00012775,3.70281e-05,2.05563e-05,2.42718e-05,3.81003e-05,0.0,0.000151035,2.9118e-05,0.00013475,3.11891e-05,3.81399e-05,4.00048e-05,0.0,0.00078015,8.73439e-05,0.0,0.0,0.0,6.4813e-05,4.91957e-05,0.001479454,0.000148137,7.85361e-05,0.000230455,3.66367e-05,0.0,0.0,0.000119332,4.34216e-05,0.000208413,0.0,0.0,0.0,0.000165094,2.40604e-05,0.0,5.50055e-05,0.0,0.0,0.0,0.000163185,7.12454e-05,0.0001146,0.000369344,0.0,0.0,7.74024e-05,0.0,0.000192938,0.00018812,0.0,5.34502e-05
s__Anaerotignum_sp001304995,0.000249688,1.28396e-05,0.0,0.012310037,0.001491795,0.000116839,1.79585e-05,0.00017885,0.000536908,0.00016445,0.000145631,0.000190502,0.000195451,0.003983537,8.7354e-05,0.000269501,0.002167641,9.53498e-06,6.00072e-05,0.000992092,0.007411421,0.000174688,0.000251509,0.0,5.52044e-05,4.32087e-05,0.00011479,0.000110959,0.000148137,3.9268e-05,0.0,0.002198205,0.0,0.00071373,8.94988e-05,4.34216e-05,0.001563097,0.0,0.003590568,0.0,0.003246843,0.007988066,0.000355341,5.50055e-05,0.000386071,0.000396843,0.000135323,0.000203982,3.56227e-05,0.0001719,0.004432133,0.006677717,8.188e-05,0.00030961,5.73987e-05,0.000964692,0.00023515,4.96253e-05,0.0
s__Anaerotruncus_colihominis,0.000187266,0.0,0.000134813,0.000115479,1.77595e-05,2.92099e-05,0.0,0.00012775,5.55422e-05,2.05563e-05,0.0,3.81003e-05,7.32941e-05,0.0,0.0,3.36876e-05,1.55945e-05,0.0,0.0,0.000218844,0.0,6.98751e-05,4.57289e-05,0.001880236,0.000193215,0.000108022,0.000278775,0.000184932,0.0,0.0,0.0,0.000329731,0.0,0.0,2.98329e-05,8.68432e-05,0.000555768,3.13932e-05,0.000214362,0.0,0.000220125,0.000216544,0.0,0.000220022,3.86071e-05,0.0,3.38306e-05,0.0,3.56227e-05,0.0,4.61681e-05,0.0,0.0,0.000116104,0.0,0.0,0.0,4.96253e-05,0.0
s__Bacillus_bogoriensis,0.010590928,0.001027169,0.000629129,0.008730195,0.03026213,0.020607565,0.00023346,0.019545722,0.01134912,0.003926244,2.42718e-05,0.003657631,0.005619213,0.023221568,0.002387677,0.007596557,0.021411306,0.000896288,0.002560307,0.007382335,0.000108354,0.001345096,0.017719956,0.000404608,1.38011e-05,0.021409899,0.02986176,3.69864e-05,0.0,0.0,0.0,0.009085913,0.000799009,0.091249243,0.003042959,0.000130265,0.002744104,0.001287122,0.001554126,0.00075984,0.013647745,0.041432077,0.00191884,0.011276128,0.010269477,0.046606993,0.007138266,0.0,0.031561698,0.015012606,0.000138504,0.024011366,0.004257758,0.043074422,0.0,0.000385877,0.002022292,0.002431641,0.000855203
s__Bacteroides_acidifaciens,2.08073e-05,0.0,0.0,2.30958e-05,0.0,0.0,0.0,7.66499e-05,5.55422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38306e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.87012e-05,0.0,0.0,0.0,4.96253e-05,0.0
s__Bacteroides_caccae,0.000436954,0.001129885,8.98755e-05,0.002355767,0.0,1.46049e-05,0.001400761,0.007256189,0.002480884,0.000102781,0.002621359,0.000800107,0.000659647,0.0,8.7354e-05,0.000303189,3.11891e-05,0.000143025,0.0,0.0,0.0,1.74688e-05,2.28645e-05,9.52018e-05,5.52044e-05,0.000367274,0.002017022,0.001997263,0.002814606,0.000314144,0.002707841,0.0,0.0,4.32563e-05,0.0,0.000347373,0.004793498,0.0,0.0,5.0656e-05,0.000742922,0.0,3.55341e-05,0.000110011,0.0,0.0,0.003450726,0.0,0.0,0.0002865,0.0,0.001041913,0.00053222,3.87012e-05,0.0,0.0,0.00014109,0.012406332,0.001496606
s__Bacteroides_caecimuris,0.00116521,0.002118535,0.000269627,0.00397247,0.0,0.0,0.00283744,0.01374588,0.004776628,0.000390569,0.003446602,0.001866916,0.002247685,5.6638e-05,0.00014559,0.000101063,9.35673e-05,9.53498e-06,0.0,1.45896e-05,2.16708e-05,0.0,9.14578e-05,0.000119002,0.0,0.000432087,0.004706384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000173677,0.0,0.0,0.000101312,5.50312e-05,0.0,0.0,5.50055e-05,0.0,0.0,0.005074597,0.0,0.0,0.0006876,0.0,0.003551977,0.00036846,0.000425713,5.73987e-05,0.0,0.00014109,0.018659124,0.001710407
s__Bacteroides_clarus,0.000124844,0.000243953,6.74066e-05,0.000138575,1.77595e-05,0.0,7.18339e-05,0.001686298,0.000796105,6.16688e-05,2.42718e-05,0.000685806,2.44314e-05,0.0,0.0,6.73752e-05,1.55945e-05,0.0,0.0,0.0,0.0,0.0,0.000114322,4.76009e-05,0.0,0.000129626,0.000245978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00071599,0.0,0.008788079,0.0,0.0,0.0,5.50312e-05,0.0,0.0,0.0,0.0,0.0,0.000405968,0.0,0.0,0.0,0.0,0.001136633,8.188e-05,0.003289601,0.0,0.0,0.0,4.96253e-05,0.000962104
s__Bacteroides_coprocola,0.000998752,0.003017308,0.009796432,0.01376507,0.015575052,0.0,0.008242942,0.008865837,0.067742951,0.001377269,0.023082524,0.011106243,0.013999169,0.003794744,5.8236e-05,0.053512776,0.002261209,0.018145065,0.000100012,0.007601179,0.000173367,0.028561446,0.005601793,0.000333206,0.037400977,0.005012206,0.002623768,0.025890446,0.000814754,0.024699599,0.000172841,0.052317274,0.0,0.009105459,0.093854415,0.011029092,0.00500191,0.00087901,0.000750268,0.000202624,0.007731888,0.024974737,0.006111861,0.070242024,0.0322755,0.025750694,0.00159004,0.000122389,0.166821032,0.0009168,0.0,0.018375562,0.00085974,0.000270908,0.011192745,0.000385877,0.000799511,0.048980199,0.001763857
s__Bacteroides_coprophilus,0.000104037,0.001206923,0.062306206,6.92873e-05,1.77595e-05,4.38148e-05,1.79585e-05,0.000894249,0.0,2.05563e-05,2.42718e-05,0.000285752,0.002174391,0.05189926,0.000495006,0.000117907,0.0,0.007256119,0.00050006,0.001283884,0.038639072,0.014079832,9.14578e-05,9.52018e-05,4.14033e-05,0.000172835,0.0,0.000665754,0.00103696,0.032199796,5.76136e-05,0.000293094,0.0,0.0,0.017303103,0.002171081,0.0,0.0,0.001125402,0.0,0.000165094,0.043380973,3.55341e-05,0.10330033,0.037178596,0.024207417,0.000236815,8.15927e-05,0.0,0.0,0.000184672,9.47194e-05,0.013633014,7.74024e-05,0.01096315,9.64692e-05,0.021492734,0.037020495,0.000320701
s__Bacteroides_dorei,0.009217645,1.28396e-05,0.0,0.0,1.77595e-05,1.46049e-05,0.0,0.002938246,1.85141e-05,2.05563e-05,2.42718e-05,0.0,2.44314e-05,1.88793e-05,2.9118e-05,1.68438e-05,0.0,9.53498e-06,0.0,0.0,0.000130025,0.0,4.57289e-05,0.100747334,0.0,2.16043e-05,0.0,0.001109591,0.000740686,0.000431948,0.003572046,0.0,0.0,0.0,0.0,0.000434216,0.010177498,3.13932e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47194e-05,0.0,3.87012e-05,0.0,0.0,4.70301e-05,9.92507e-05,0.0001069
s__Bacteroides_eggerthii,0.002351228,0.002413846,0.001595291,0.00016167,0.0,1.46049e-05,0.000610588,0.016224226,0.005998556,0.000185006,0.0,0.007277161,0.000317608,1.88793e-05,0.000203826,0.000757971,3.11891e-05,0.0,0.0,0.0,0.0,0.0,0.001509054,0.000333206,0.0,0.00114503,0.002705761,0.0,7.40686e-05,0.0,0.000172841,0.0,0.0,0.0,0.007816229,4.34216e-05,0.0,0.0,5.35906e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002672621,0.0,0.0,0.001719001,4.61681e-05,0.011603126,0.001678539,0.028213166,0.0,0.000192938,0.0,4.96253e-05,0.004008766
s__Bacteroides_faecis,0.000208073,0.000706178,0.000134813,0.001478128,0.0,1.46049e-05,0.000610588,0.003193745,0.001610723,0.0,0.000849515,0.000685806,0.000488627,0.0,2.9118e-05,1.68438e-05,1.55945e-05,9.53498e-06,0.0,0.0,0.0,0.0,2.28645e-05,0.0,1.38011e-05,0.000129626,0.000885522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98329e-05,0.0,3.47355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001928347,0.0,0.0,5.73e-05,0.0,0.001468151,8.188e-05,0.000232207,0.0,0.0,4.70301e-05,0.004317404,0.000374151
s__Bacteroides_finegoldii,0.000166459,0.000423707,6.74066e-05,0.001177884,0.002681679,0.000584197,0.000538754,0.002452796,0.002092089,0.0,0.000364078,0.000552455,0.000610784,0.004417762,2.9118e-05,3.36876e-05,0.005442495,0.0,0.0,0.001706983,0.0,0.000419251,0.0,4.76009e-05,2.76022e-05,0.000108022,0.000524754,0.002552058,0.0,0.000628289,0.0,0.000183184,0.00083896,0.0,0.000178998,0.000130265,0.0,0.0,0.000107181,0.0,0.001265718,0.00052933,0.0,0.002035204,0.0,0.000264562,0.000811935,4.07963e-05,0.0,0.0001719,0.0,0.006346199,8.188e-05,0.001702852,0.0,0.0,9.40601e-05,0.003027145,0.000374151
s__Bacteroides_fragilis,4.16146e-05,0.000218273,0.0,0.000392628,5.32784e-05,0.000204469,0.00023346,0.001303048,0.000536908,0.0,2.42718e-05,7.62006e-05,0.002785175,0.0,0.0,0.00013475,0.000155945,0.0,4.00048e-05,0.000204254,0.0,6.98751e-05,4.57289e-05,0.020492193,0.002829225,6.4813e-05,0.000196783,0.001812331,7.40686e-05,0.000314144,0.000115227,7.32735e-05,0.0,0.0,0.000536993,0.000781589,0.001354684,0.0,0.0,5.0656e-05,2.75156e-05,4.81209e-05,0.00095942,0.0,3.86071e-05,0.000176375,0.000778105,8.15927e-05,0.000142491,0.0003438,0.000277008,0.0,0.0,0.001277139,0.0,0.000675285,0.0,0.000545879,0.0
s__Bacteroides_gallinarum,2.08073e-05,0.0,0.0,0.0,0.0,0.0,1.79585e-05,0.0001022,9.25703e-05,0.0,0.0,0.0,2.44314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98329e-05,0.0,0.0,0.0,5.35906e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000232207,0.0,0.0,0.0,0.0,0.0
s__Bacteroides_intestinalis,4.16146e-05,0.000154075,0.0,2.30958e-05,0.0,1.46049e-05,3.5917e-05,0.000792049,0.000333253,0.0,0.0,0.000152401,7.32941e-05,0.0,0.0,0.000117907,3.11891e-05,0.0,2.00024e-05,0.0,2.16708e-05,0.0,4.57289e-05,0.005759711,0.0,8.64174e-05,6.55942e-05,3.69864e-05,0.0,3.9268e-05,0.000230455,0.0,0.0,0.0,2.98329e-05,0.000390795,0.0,0.0,0.0,5.0656e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.76613e-05,0.0,0.0,0.0,0.0,0.000142079,0.0,0.000580518,0.0,0.0,0.0,0.000297752,5.34502e-05
s__Bacteroides_massiliensis,0.00536829,0.0,0.0,2.30958e-05,0.097623783,0.052606981,5.38754e-05,0.005646542,0.012885787,2.05563e-05,2.42718e-05,3.81003e-05,0.00053749,0.009175351,2.9118e-05,0.008741936,0.028241715,9.53498e-06,4.00048e-05,8.75376e-05,0.0,0.001624596,0.000114322,7.14014e-05,0.0,2.16043e-05,3.27971e-05,0.0008137,0.003851567,0.00019634,0.003860114,0.074116138,0.008908953,0.043840298,0.0,0.000217108,3.47355e-05,0.0,0.099249732,0.000101312,0.023085601,4.81209e-05,3.55341e-05,0.0,0.0,4.40937e-05,0.000439798,4.07963e-05,0.0,0.0001146,4.61681e-05,0.077291025,0.00073692,0.007082317,0.0,0.0,0.0,0.0,5.34502e-05
s__Bacteroides_ndongoniae,0.000228881,0.001078527,0.000224689,0.0,1.77595e-05,0.0,0.000125709,0.002836046,0.001425583,4.11125e-05,2.42718e-05,0.001409712,4.88627e-05,0.0,0.0,0.000151594,0.0,0.0,0.0,0.0,0.0,0.0,0.000388696,0.0,1.38011e-05,0.000345669,0.000508355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000596659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000473629,0.0,0.0,0.0002292,0.0,0.000899834,4.094e-05,0.003715314,0.0,0.0,0.0,0.0,0.001656957
s__Bacteroides_ovatus,2.08073e-05,7.70376e-05,0.000471846,0.000623585,1.77595e-05,0.0,7.18339e-05,0.000664299,0.000740562,0.0,7.28155e-05,0.000171451,0.0,3.77586e-05,0.0,0.000117907,4.67836e-05,0.0,0.0,0.000160486,4.33416e-05,0.000104813,0.0,0.024252666,1.38011e-05,2.16043e-05,1.63986e-05,0.00192329,0.002296126,0.001649258,0.00316875,0.000293094,0.0,0.000151397,2.98329e-05,0.000477638,0.013546841,0.0,5.35906e-05,0.0,8.25468e-05,2.40604e-05,0.00017767,5.50055e-05,0.0,0.0,0.000135323,0.000285574,0.001211171,5.73e-05,4.61681e-05,0.0,0.0,0.0,0.0,0.000482346,0.0,0.000198501,5.34502e-05
s__Bacteroides_plebeius,0.016895547,0.007498331,0.00781917,0.014157698,0.077395752,0.081407916,0.015031248,0.027108511,0.01677374,0.007749707,0.015436893,0.004000533,0.009870269,0.018312944,0.003552398,0.027034311,0.072966862,7.62798e-05,0.396007521,0.029821132,0.137327988,0.058677614,0.012804097,0.001689832,9.66077e-05,0.00458012,0.015398239,0.001368495,0.001703578,0.050302364,0.0012675,0.000512914,0.000119851,0.059910027,0.026760143,0.006730352,0.001354684,0.01758021,0.001822079,0.009270047,0.012629667,0.049275781,0.012046052,0.00110011,0.012971971,0.038096918,0.00260496,0.031046018,0.000320604,0.001489801,0.000138504,0.000426237,0.02182101,0.000270908,0.046722535,0.000578815,0.195362837,0.064661803,0.005291571
s__Bacteroides_stercoris,0.005701207,0.001438036,0.046712803,0.144694905,0.028344107,0.11029648,0.001131384,0.009325736,0.002980764,0.000698913,0.000728155,0.015468729,0.038308373,0.012668026,0.002853566,0.003486668,0.023875244,6.67449e-05,0.038744649,0.014108138,0.033178026,0.040178182,0.002606548,0.000190404,0.00012421,0.002203642,0.001328283,0.002293154,0.001481372,0.000274876,0.001497955,0.129327716,0.025408493,0.001492344,0.003072792,0.000651324,0.006669214,0.001444089,0.165969989,0.00050656,0.005090389,0.016601703,0.009309928,0.013861386,0.002856922,0.00687861,0.001014919,0.009505548,0.198133371,0.0009741,0.552077562,0.022353777,0.017849832,0.06350865,0.000918379,0.094925719,0.032732916,0.061882785,0.00245871
s__Bacteroides_thetaiotaomicron,0.000436954,0.000552103,0.00020222,0.001039309,0.004617461,4.38148e-05,0.000897924,0.004701193,0.001518153,4.11125e-05,0.001067961,0.000800107,0.002003372,0.000868449,0.000465888,0.000151594,0.003430799,0.0,0.0,0.000656532,4.33416e-05,3.49375e-05,9.14578e-05,0.000452209,2.76022e-05,0.000734547,0.001098703,0.008580834,0.000222206,0.002670227,0.00063375,0.009379007,3.99505e-05,2.16282e-05,2.98329e-05,0.00026053,0.000138942,0.0,0.003429796,0.000101312,0.000330187,0.000336846,7.10682e-05,0.000220022,3.86071e-05,4.40937e-05,0.001353226,4.07963e-05,0.001424907,0.0005157,0.0,0.001041913,0.0002047,0.000619219,5.73987e-05,0.0,0.0,0.006302417,0.000213801
s__Bacteroides_togonis,0.000145651,0.000564943,0.000292095,0.000300245,0.0,0.0,0.000125709,0.002938246,0.001795864,0.000143894,0.0,0.00116206,2.44314e-05,0.0,8.7354e-05,0.000168438,0.0,0.0,0.0,1.45896e-05,0.0,0.0,0.00041156,2.38005e-05,0.0,0.000367274,0.000721536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000596659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000270645,0.0,0.0,0.0001719,0.0,0.001326072,0.00012282,0.004373234,0.0,0.0,0.0,0.0,0.001122454
s__Bacteroides_uniformis,0.007220141,0.003620769,0.003864647,0.034551249,0.002273212,0.027267416,0.001562388,0.02043997,0.017125507,0.000555019,0.000145631,0.009315528,0.014536659,0.004512158,0.004571528,0.003200323,0.003508772,0.000448144,0.006160739,0.002421873,0.015689674,0.003406411,0.004550027,0.000333206,1.38011e-05,0.004277659,0.004657188,0.020860303,0.004221909,0.004672897,0.007720228,0.081956402,0.000799009,0.000151397,0.014379475,0.001953973,0.074438153,0.000156966,0.129099678,5.0656e-05,0.001650937,0.005846687,0.000390875,0.001320132,7.72141e-05,0.000264562,0.005074597,0.003549282,0.009333143,0.003094201,0.035503232,0.064551267,0.002988619,0.038314176,5.73987e-05,0.038973567,0.010910972,0.002630142,0.007964081
s__Bacteroides_vulgatus,0.000832293,0.00263212,0.050689795,0.051226385,0.041290758,0.148064846,0.00247827,0.045734434,0.024271935,0.000452238,0.003737864,0.018402454,0.005619213,0.027431657,0.044929098,0.004851017,0.023173489,0.001830716,0.009241109,0.040486125,0.018160147,0.018184994,0.008025425,0.000809216,6.90055e-05,0.011795969,0.011593775,0.166845434,0.008073476,0.016728187,0.010024774,0.151419674,0.025288642,0.028289644,0.007189737,0.008988276,0.249331342,0.002354492,0.071757771,0.00101312,0.013317558,0.012102401,0.007639827,0.018536854,0.002702494,0.013713127,0.007036774,0.027945496,0.159482759,0.002750401,0.252723915,0.048070092,0.016826333,0.082665738,0.001262771,0.566660235,0.061468278,0.047144062,0.001496606
s__Bacteroides_xylanisolvens,0.000811486,0.000552103,0.0,0.001016213,0.000390708,4.38148e-05,0.000969758,0.007894939,0.002110603,8.2225e-05,0.002330097,0.000457204,0.001123843,0.000151035,5.8236e-05,1.68438e-05,0.00017154,0.000162095,2.00024e-05,0.0,0.00264384,1.74688e-05,2.28645e-05,0.000166603,1.38011e-05,0.000172835,0.00203342,0.00151644,0.000148137,0.000628289,0.000115227,0.0,0.000159802,0.0,5.96659e-05,4.34216e-05,6.9471e-05,0.0,5.35906e-05,0.0,0.000275156,2.40604e-05,0.0,0.0,3.86071e-05,4.40937e-05,0.001488548,0.0,3.56227e-05,0.001146,0.0,0.001420791,0.0002047,0.000154805,5.73987e-05,0.0,0.002304473,0.008833309,0.000694853
s__Bariatricus_massiliensis,6.2422e-05,1.28396e-05,0.0,0.0,0.0,0.0,3.5917e-05,2.555e-05,0.0,0.000226119,0.0,0.0,7.32941e-05,0.0,0.0,0.0,0.0,0.000143025,0.0,0.0,0.0,0.0,2.28645e-05,0.0,1.38011e-05,0.0,0.0,7.39727e-05,7.40686e-05,0.00019634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73e-05,0.0,0.0,4.094e-05,3.87012e-05,0.0,0.0,0.0,0.0,5.34502e-05
s__Barnesiella_intestinihominis,0.000436954,0.0,0.0,0.000554298,0.0,0.0,1.79585e-05,0.0,0.000277711,0.0,0.0,0.0,2.44314e-05,0.0,0.0,0.000252657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16043e-05,1.63986e-05,0.000850686,0.000666617,0.005576062,0.0,0.0,0.0,0.0,0.003400955,0.00026053,0.004029317,0.0,0.0,0.0,2.75156e-05,0.0,0.0,0.001320132,0.0,0.0,0.0,8.15927e-05,0.0,0.0,9.23361e-05,0.02349041,8.188e-05,0.0,0.0,0.0,0.0,0.0,0.0
s__Barnesiella_sp003150885,2.08073e-05,0.0,0.0,0.0,0.0,0.0,1.79585e-05,0.0,1.85141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45896e-05,0.0,0.0,0.0,0.0,0.0,4.32087e-05,1.63986e-05,0.0,0.0,7.85361e-05,0.0,0.0,0.0,0.0,2.98329e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38306e-05,0.0,0.0,0.0,0.0,9.47194e-05,0.0,0.000116104,0.0,0.0,0.0,0.0,0.0
s__Beduini_massiliensis,6.2422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00012775,0.0,0.0,0.0,0.0,0.000317608,0.0,0.0,0.0,0.0,9.53498e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9471e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s__Bifidobacterium_gallinarum,0.008510196,0.000552103,0.00220195,0.041964987,1.77595e-05,1.46049e-05,0.012427268,0.0002044,3.70281e-05,0.000698913,0.005752427,0.000304803,0.001465882,1.88793e-05,0.001717963,0.003604575,6.23782e-05,0.001134663,0.06774813,0.011015144,0.020153863,0.0132588,0.000823121,0.001142422,0.000400232,0.000756152,0.001000312,0.0,7.40686e-05,0.0,0.0,7.32735e-05,0.0,0.0,0.003550119,0.036647851,0.040571051,0.00204056,0.0,0.001671648,0.000963047,0.0,0.002238647,0.002365237,0.0,4.40937e-05,6.76613e-05,0.007302546,0.0,0.0,0.002354571,0.0,0.0008188,0.0,0.002066353,9.64692e-05,0.02718337,0.000843631,0.000534502
s__Bilophila_wadsworthia,0.006387849,1.28396e-05,0.000269627,0.00886877,0.0,1.46049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002027803,0.0,0.0,0.004716266,0.0,0.0,0.0,0.0,2.16708e-05,3.49375e-05,4.57289e-05,0.0,0.0,0.0,0.0,0.003624662,0.000370343,3.9268e-05,0.000115227,0.011503938,0.0,0.0,0.0,0.000390795,0.000868387,0.0,0.004072883,0.0,0.0,0.000120302,0.0,0.0,0.0,0.0,3.38306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000192938,0.0,0.000248127,0.0
s__Bittarella_massiliensis,0.000499376,1.28396e-05,0.0,0.0,0.0,5.84197e-05,8.97924e-05,7.66499e-05,3.70281e-05,2.05563e-05,9.70874e-05,1.90502e-05,0.000342039,0.0,0.000116472,0.000151594,0.0,0.0,0.0,2.91792e-05,0.000433416,5.24063e-05,0.0,0.000285605,5.52044e-05,6.4813e-05,0.000131188,0.0,0.0,7.85361e-05,5.76136e-05,0.000183184,0.0,0.0,2.98329e-05,0.000217108,0.00038209,0.0,0.000107181,0.0,0.0,7.21813e-05,7.10682e-05,0.000165017,0.000193035,0.0,0.000169153,8.15927e-05,0.00053434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000846541,0.0,0.0
s__Blautia_hansenii,0.01928839,0.003402496,0.038983508,0.033558132,0.002628401,0.012399591,0.001275052,0.010168885,0.007479681,0.001932288,0.0025,0.002819424,0.015318463,0.004304486,0.013627231,0.02048207,0.001684211,0.001048848,0.003640437,0.010300254,0.013349225,0.005729758,0.013512896,0.057240099,0.006472715,0.005681941,0.004280022,3.69864e-05,0.0,3.9268e-05,5.76136e-05,0.031837333,0.114018617,0.003957955,0.002595465,0.001953973,0.02556532,0.00709487,0.026152197,0.000354592,0.003026718,0.012294885,0.006111861,0.011661166,0.007953054,0.004188897,0.007408911,0.014156332,0.015638359,0.0003438,0.014727608,0.000757755,0.011340375,0.002631681,0.003099529,0.018039745,0.018953111,0.006203166,0.000587952
s__Blautia_hominis,0.000228881,1.28396e-05,2.24689e-05,4.61915e-05,1.77595e-05,2.92099e-05,0.0,2.555e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9118e-05,3.36876e-05,1.55945e-05,0.0,0.0,2.91792e-05,4.33416e-05,1.74688e-05,0.0,0.0,0.0,2.16043e-05,0.0,3.69864e-05,0.0,0.0,0.0,0.0,0.0,4.32563e-05,0.0,0.0,6.9471e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000110011,3.86071e-05,0.0,3.38306e-05,4.07963e-05,3.56227e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.64692e-05,0.0,0.0,0.0
